"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_0_3.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_0_3.py","32","20","32","156"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_0_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_0_4.py","38","24","38","60"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_0_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_0_4.py","39","24","39","64"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_0_6.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_0_6.py","37","24","37","160"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_2_2.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_2_2.py","37","24","37","122"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_2_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_2_4.py","37","24","37","122"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_1.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_1.py","32","20","32","103"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_1.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_1.py","36","24","36","127"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_1.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_1.py","37","24","37","181"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_1.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_1.py","38","24","38","173"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_1.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_1.py","40","24","40","133"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_1.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_1.py","41","24","41","181"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_1.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_1.py","42","24","42","173"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_2.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_2.py","36","20","36","186"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_3.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_3.py","32","20","32","148"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_4.py","32","20","32","94"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_4.py","45","24","45","120"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_4.py","48","28","48","118"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_4.py","51","28","51","107"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_4.py","54","28","54","131"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_4.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_4.py","57","24","57","140"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_5.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_5.py","32","20","32","150"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_6.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_6.py","32","20","32","131"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_7.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_7.py","36","24","36","87"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_7.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_7.py","42","32","42","140"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_7.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_7.py","43","32","43","140"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_9.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_9.py","33","20","33","24"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_9.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_9.py","37","24","37","28"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_3_9.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_3_9.py","41","24","41","28"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_4_2.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_4_2.py","38","17","39","53"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_4_2.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_4_2.py","40","24","41","67"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_4_5.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_4_5.py","35","20","35","82"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_4_5.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_4_5.py","44","24","44","206"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_4_5.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_4_5.py","47","24","47","121"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_4_5.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_4_5.py","51","28","51","177"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_4_5.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_4_5.py","54","28","54","160"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_4_6.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_4_6.py","32","20","32","151"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_4_7.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_4_7.py","32","20","32","108"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_4_7.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_4_7.py","36","24","36","139"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_4_7.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_4_7.py","38","24","38","141"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_4_8.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_4_8.py","37","28","37","158"
"SQL query built from user-controlled sources","Building a SQL query from user-controlled sources is vulnerable to insertion of malicious SQL code by the user.","error","This SQL query depends on a [[""user-provided value""|""relative:///cwe-89_my-eg-1_unique_solution_1_4_9.py:1:26:1:32""]].","/cwe-89_my-eg-1_unique_solution_1_4_9.py","33","20","33","146"
